author,content,description,publishedAt,source,title,url,urlToImage
,"© Weberson Santiago/Veja
Imagine you are stopped at a traffic police checkpoint. A policeman asks for your ID. He then checks his cell phone, and immediately knows many things about you. Not only common public domain information, such as your license plate n… [+3906 chars]","High-tech surveillance: from China to Brazil? Human Rights Watch Early this year, several parliamentarians from President Jair Bolsonaro´s party visited China to learn about surveillance and other technologies used for public...",2019-05-31T12:46:34Z,"{'id': None, 'name': 'Hrw.org'}",High-tech surveillance: from China to Brazil? - Human Rights Watch,https://www.hrw.org/news/2019/05/31/high-tech-surveillance-china-brazil,https://www.hrw.org/sites/default/files/styles/open_graph/public/multimedia_images_2019/201905americas_brazil_veja.gif?itok=xgAna-ta
Jim Epstein,"On the morning of March 14, 2016, in a tiny office in Rio de Janeiro, a libertarian businessman named Winston Ling met with Jair Bolsonaro, a right-wing congressman running a longshot campaign to be president of Brazil. Some of Ling's closest associates had p… [+23455 chars]","On the morning of March 14, 2016, in a tiny office in Rio de Janeiro, a libertarian businessman named Winston...",2019-05-31T16:49:32Z,"{'id': None, 'name': 'Reason.com'}",Libertarians Forged an Alliance With Brazilian President Jair Bolsonaro. Was It a Deal With the Devil?,https://reason.com/2019/06/01/deal-with-the-devil/,https://reason.com/wp-content/uploads/2019/05/epstein-brazil-1161x630.jpg
Whitney Tipton,"Former President Barack Obama told a crowd in Brazil Thursday that U.S. gun laws “don’t make sense” because people can buy “any weapon, any time.”
Obama‘s remarks came during an interview at VTEX DAY, a conference in Sao Paulo, Brazil, after he was asked to … [+2000 chars]","Former President Barack Obama told a crowd in Brazil Thursday that U.S. gun laws ""don't make sense"" because people can buy ""any weapon, any time.""",2019-05-31T16:45:34Z,"{'id': None, 'name': 'Dailycaller.com'}",Obama Goes To Brazil And Bashes US Gun Laws,https://dailycaller.com/2019/05/31/obama-brazil-us-gun-laws/,https://cdn01.dailycaller.com/wp-content/uploads/2019/05/obamabrazil-e1559318023950.jpg
Tom Hennigan,"Brazils education ministry has set off a political storm by calling for the public to denounce parents, students and teachers who stimulate protests against budget cuts during school hours.
The ministry published its call, which contained a link to where peo… [+2778 chars]",Weintraub urges public to denounce students and teachers ‘stimulating’ demonstrations,2019-05-31T17:23:31Z,"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Brazilian minister’s move against education protests causes outcry,https://www.irishtimes.com/news/world/brazilian-minister-s-move-against-education-protests-causes-outcry-1.3911168,https://www.irishtimes.com/image-creator/?id=1.3911166&origw=1440
Mayank Bhardwaj,"NEW DELHI (Reuters) - A tatty shopping centre originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just got a drubbing in I… [+4634 chars]","A tatty shopping center originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just got a drubbing in India's general electio…",2019-05-31T06:18:05Z,"{'id': 'reuters', 'name': 'Reuters'}",'Khan Market Gang': India's Modi mocks his elite adversaries,https://www.reuters.com/article/india-politics-khanmarket-idUSKCN1T10KM,https://s4.reutersmedia.net/resources/r/?m=02&d=20190531&t=2&i=1392772004&w=1200&r=LYNXNPEF4U0H9
,"By Mayank Bhardwaj
NEW DELHI (Reuters) - A tatty shopping centre originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just… [+4523 chars]","A tatty shopping centre originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just got a drubbing in India's general electio…",2019-05-31T06:15:05Z,"{'id': None, 'name': 'Yahoo.com'}",'Khan Market Gang': Modi mocks his elite adversaries,https://news.yahoo.com/khan-market-gang-modi-mocks-061505081.html,https://s.yimg.com/uu/api/res/1.2/SYBrxwFVCefHZ6MAXXVASA--~B/aD0yOTc7dz00NDk7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/4412d9dbea90bce24b48507d5727a435
,"By Mayank Bhardwaj
NEW DELHI (Reuters) - A tatty shopping center originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just… [+4557 chars]","A tatty shopping center originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just got a drubbing in India's general electio…",2019-05-31T06:18:05Z,"{'id': None, 'name': 'Yahoo.com'}",'Khan Market Gang': India's Modi mocks his elite adversaries,https://news.yahoo.com/khan-market-gang-indias-modi-061805987.html,https://s.yimg.com/uu/api/res/1.2/M_wKutBJ4yU4rVXlyZqScQ--~B/aD0yOTc7dz00NDk7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/1b342b62af31140ca8766543a87128f0
Jonathan Mazower,"These Baiga women from Rajak village in Achanakmar Tiger Reserve are threatened with eviction. The villagers are determined to stay and say they dont want to leave their forest. ©Survival International.
The result of the biggest election in history, India 20… [+6739 chars]","The result of the biggest election in history, India 2019, is terrible news for tribal peoples in the world’s biggest democracy. Politicians with authoritarian nationalist inclinations like India’s newly invigorated Narendra Modi are in vogue around the world…",2019-05-31T08:54:13Z,"{'id': None, 'name': 'Counterpunch.org'}",Modi’s Escalating War Against India’s Forests and Tribal People,https://www.counterpunch.org/2019/05/31/modis-escalating-war-against-indias-forests-and-tribal-people/,https://www.counterpunch.org/wp-content/dropzone/2018/06/cp-og-logo.png
Mayank Bhardwaj,"NEW DELHI (Reuters) - A tatty shopping centre originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just got a drubbing in I… [+4634 chars]","A tatty shopping centre originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just got a drubbing in India's general electio…",2019-05-31T06:29:12Z,"{'id': 'reuters', 'name': 'Reuters'}",'Khan Market Gang': Modi mocks his elite adversaries,https://in.reuters.com/article/india-politics-khanmarket-idINKCN1T10KM,https://s4.reutersmedia.net/resources/r/?m=02&d=20190531&t=2&i=1392772004&w=1200&r=LYNXNPEF4U0H9
By Mayank Bhardwaj,"NEW DELHI (Reuters) - A tatty shopping centre originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just got a drubbing in I… [+4543 chars]","NEW DELHI (Reuters) - A tatty shopping centre originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just got a drubbing in I…",2019-05-31T06:14:45Z,"{'id': None, 'name': 'Thestar.com.my'}",'Khan Market Gang' - India's Modi mocks his elite adversaries,http://www.thestar.com.my/news/world/2019/05/31/khan-market-gang--indias-modi-mocks-his-elite-adversaries/,https://www.thestar.com.my/~/media/online/2019/05/31/06/14/20190531t061216z_1_lynxnpef4u0h3_rtroptp_4_indiapoliticskhanmarket.ashx/?w=620&h=413&crop=1&hash=64266D28052151FA71A110287D8C352BD6421BFB
Mayank Bhardwaj | Reuters,"A tatty shopping centre originally built to house refugees in the heart of New Delhi has become a handy symbol for Prime Minister Narendra Modi and his supporters to rub salt in the wounds of their opponents, who just got a drubbing in India's general electio… [+4137 chars]","In the final days of his campaigning, which his Hindu nationalist BJP won by a landslide for the second consecutive term, Modi used the jibe ""Khan Market gang"" to mock his elite political adversaries",2019-05-31T07:53:00Z,"{'id': None, 'name': 'Business-standard.com'}",Khan Market gang: Modi coins new phrase to swipe at elite adversaries,https://www.business-standard.com/article/politics/khan-market-gang-modi-coins-new-phrase-to-swipe-at-elite-adversaries-119053100403_1.html,https://bsmedia.business-standard.com/_media/bs/img/article/2017-11/15/full/1510736011-219.jpg
"Ayush Khanna, noreply@tribune.com.pk (Ayush Khanna)","Indian National Congress president Rahul Gandhi attends a party executive meeting in New Delhi with his mother and predecessor, Sonia, and former prime minister Manmohan Singh. PHOTO: AFP 
As the results of the General Election tumbled in a week ago, concern… [+7761 chars]","As the results of the General Election tumbled in a week ago, concern gave way to questions among the more sceptical. What will this brute majority portend for India? Will we see a ramping up of religious rhetoric and a stronger push for a Hindu Rashtra? Will…",2019-05-31T09:01:24Z,"{'id': None, 'name': 'Tribune.com.pk'}",The fall of a dynasty: Does Congress still have a future in Indian politics?,https://blogs.tribune.com.pk/story/83610/the-fall-of-a-dynasty-does-congress-still-have-a-future-in-indian-politics/,https://cdn-blogs.tribune.com.pk/2019/05/83610-inccoverjpg-1559203437.jpg
Audrey Wilson,"Here is todays Foreign Policy brief: Israel sets a date for a new election, Trump slaps tariffs on Mexico, and Saudi Arabia calls on Gulf countries to take a strong stance against Iran.
We welcome your feedback at morningbrief@foreignpolicy.com.
What to Exp… [+8016 chars]","Plus: Trump slaps tariffs on Mexico and weighs in on British politics, and the other stories we're following today.",2019-05-31T08:25:31Z,"{'id': None, 'name': 'Foreignpolicy.com'}",Will Netanyahu Survive?,http://foreignpolicy.com/2019/05/31/will-netanyahu-survive-israel-elections-trump-tariffs-mexico-iran-saudi-arabia/,https://foreignpolicymag.files.wordpress.com/2019/05/gettyimages-1146900405-netanyahu-israel-elections.jpg
https://www.facebook.com/DailyMail,"Former president Barack Obama has claimed US gun laws 'don't make sense'.
The Democrat - who pushed for tighter restrictions during his two terms in office - said it was too easy 'to buy even machine guns online without any regulation'.
Obama made the comme… [+1434 chars]","The 44th US president made the comments while speaking about the Sandy Hook school shooting at a convention in Sao Paulo, Brazil, on Thursday. He described it as the hardest day of his life.",2019-05-31T10:40:12Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}",Barack Obama says US gun laws 'don't make sense',https://www.dailymail.co.uk/news/article-7090009/Barack-Obama-says-gun-laws-dont-make-sense.html,https://i.dailymail.co.uk/1s/2019/05/31/11/14186932-0-image-a-12_1559298120632.jpg
adekunle,"Brazil’s economy shrank in the first quarter of the year, official data showed Thursday, taking Latin America’s biggest country to the brink of recession for the first time in two years.
Gross domestic product contracted 0.2 percent from the previous quarter… [+4376 chars]","Brazil's economy shrank in the first quarter of the year, official data showed Thursday, taking Latin America's biggest country to the brink of recession for the first time in two years. Continue reading Brazil faces recession risk after economy shrinks in fi…",2019-05-30T19:35:51Z,"{'id': None, 'name': 'Vanguardngr.com'}",Brazil faces recession risk after economy shrinks in first quarter,https://www.vanguardngr.com/2019/05/brazil-faces-recession-risk-after-economy-shrinks-in-first-quarter/,https://i1.wp.com/cdn.vanguardngr.com/wp-content/uploads/2018/09/Brazillians.gif?fit=412%2C275&ssl=1
